shape,carat,cut,color,clarity,report,type
Round,0.34,'Super Ideal',E,VS2,GIA,natural
Round,0.32,'Super Ideal',E,SI1,GIA,natural
Round,1.5,'Super Ideal',F,VS2,IGI,lab
Oval,0.71,'Very Good',G,VS2,GIA,natural
Round,0.8,'Super Ideal',E,SI2,GIA,natural
Pear,0.5,Ideal,H,VS2,IGI,lab
Oval,0.3,'Very Good',E,VS1,GIA,natural
Round,0.76,'Super Ideal',H,VVS2,GIA,natural
Round,0.4,'Super Ideal',F,VVS2,GIA,natural
Round,2.0,'Super Ideal',F,VS2,IGI,lab
Round,1.9,'Super Ideal',F,SI2,GIA,natural
Radiant,1.01,Ideal,I,VS1,GIA,natural
Round,0.4,'Super Ideal',E,VVS2,GIA,natural
Oval,2.2,Ideal,I,VS2,IGI,lab
Pear,2.5,'Super Ideal',H,IF,GIA,natural
Cushion,1.2,'Very Good',E,VS2,GIA,natural
Emerald,0.78,Ideal,F,VVS1,GIA,natural
Round,0.61,'Super Ideal',F,VS2,GIA,natural
Oval,2.31,'Super Ideal',I,VS1,IGI,lab
Round,0.3,'Super Ideal',E,VS1,GIA,natural
Oval,1.3,Good,G,VS1,GIA,natural
Round,1.22,Ideal,H,VS1,IGI,lab
Round,0.5,'Super Ideal',E,VVS2,GIA,natural
Round,0.3,'Super Ideal',E,VVS2,GIA,natural
Round,0.4,'Super Ideal',D,IF,GIA,natural
Pear,0.4,Ideal,F,VS2,GIA,natural
Round,1.01,'Super Ideal',G,SI2,GIA,natural
Round,0.5,Good,G,VS2,GIA,natural
Round,0.78,Ideal,F,VS1,IGI,lab
Round,0.32,'Super Ideal',G,VVS1,GIA,natural
Round,0.3,'Super Ideal',D,VS1,GIA,natural
Round,1.0,Ideal,F,VVS1,IGI,lab
Round,0.8,'Super Ideal',E,VS1,GIA,natural
Round,2.08,'Super Ideal',F,VS1,IGI,lab
Princess,1.2,'Very Good',E,VS1,GCAL,lab
Emerald,0.9,'Very Good',H,VS2,GIA,natural
Heart,2.05,Ideal,I,SI1,IGI,lab
Round,0.3,Ideal,D,VVS2,IGI,lab
Round,0.46,Ideal,F,SI1,GIA,natural
Oval,0.5,'Super Ideal',D,VS2,GIA,natural
Pear,1.7,Ideal,H,SI1,GIA,natural
Pear,0.51,Ideal,D,VVS2,GIA,natural
Round,0.54,Ideal,E,SI2,IGI,lab
Oval,0.31,'Very Good',E,SI1,GIA,natural
Round,2.01,'Super Ideal',F,SI1,IGI,lab
Round,1.57,'Super Ideal',H,SI2,IGI,lab
Round,0.4,Ideal,E,SI1,GIA,natural
Round,0.9,Ideal,G,VVS1,GIA,natural
Oval,0.4,'Very Good',D,SI1,GIA,natural
Oval,0.4,Ideal,D,VVS1,GIA,natural
Round,0.32,'Super Ideal',E,VS2,GIA,natural
Oval,0.7,'Very Good',E,SI1,IGI,lab
Emerald,0.5,Ideal,F,SI1,GIA,natural
Round,0.8,'Super Ideal',I,VVS2,GIA,natural
Oval,5.01,'Super Ideal',H,SI1,GIA,natural
Marquise,1.5,'Very Good',F,VS1,IGI,lab
Round,0.78,'Super Ideal',F,VVS1,GIA,natural
Round,0.81,'Super Ideal',G,IF,GIA,natural
Marquise,1.61,'Super Ideal',E,VS2,GIA,natural
Round,0.3,'Super Ideal',E,SI1,GIA,natural
Pear,0.5,Ideal,E,VS1,GIA,natural
Emerald,0.35,'Super Ideal',G,SI1,GIA,natural
Oval,0.5,'Super Ideal',D,SI2,GIA,natural
Pear,1.11,Ideal,I,VS1,IGI,lab
Round,0.35,'Super Ideal',F,VVS1,GIA,natural
Round,0.3,'Super Ideal',D,VVS1,GIA,natural
Round,0.35,'Super Ideal',G,VS1,GIA,natural
Emerald,4.16,'Super Ideal',E,VS1,IGI,lab
Round,1.42,'Super Ideal',I,SI2,GIA,natural
Round,0.46,'Very Good',E,VS1,GIA,natural
Cushion,1.21,Ideal,H,VS1,GIA,natural
Round,0.96,'Very Good',D,SI2,GIA,natural
Round,2.02,'Super Ideal',H,VS2,IGI,lab
Round,0.3,'Super Ideal',E,SI1,GIA,natural
Pear,0.56,Ideal,I,VS1,IGI,lab
Round,0.4,Ideal,E,VS1,IGI,lab
Round,1.02,'Very Good',G,SI1,GIA,natural
Round,0.42,'Super Ideal',F,IF,GIA,natural
Round,0.8,Ideal,H,VS2,GIA,natural
Princess,3.0,Ideal,D,VS1,GIA,natural
Emerald,1.86,'Super Ideal',G,VS2,IGI,lab
Round,0.3,'Very Good',D,VVS2,IGI,lab
Pear,1.66,Ideal,I,VS1,IGI,lab
Pear,2.02,'Super Ideal',F,VVS2,GIA,natural
Round,1.2,'Super Ideal',J,SI1,GIA,natural
Asscher,0.9,'Super Ideal',F,VS2,GIA,natural
Round,1.2,'Super Ideal',I,VS1,IGI,lab
Round,1.6,'Super Ideal',G,VS1,GIA,natural
Round,1.0,'Super Ideal',J,SI2,GIA,natural
Princess,1.52,Ideal,H,SI2,IGI,natural
Oval,2.07,Ideal,I,VS2,IGI,lab
Round,1.22,Ideal,I,VS2,IGI,lab
Round,0.46,'Super Ideal',E,VVS1,GIA,natural
Round,1.5,Ideal,J,VS2,IGI,lab
Round,0.3,'Super Ideal',E,VVS2,GIA,natural
Pear,0.95,'Very Good',G,SI1,GCAL,lab
Pear,0.9,'Very Good',E,VS1,GCAL,lab
Round,1.0,Good,H,SI2,GIA,natural
Round,0.45,'Super Ideal',D,VVS1,GIA,natural
Round,0.3,Ideal,F,VS1,GIA,natural
Round,0.53,'Super Ideal',G,VVS2,GIA,natural
Round,1.2,'Super Ideal',H,SI2,GIA,natural
Round,0.3,'Super Ideal',F,VVS1,GIA,natural
Pear,0.32,'Very Good',D,SI1,IGI,lab
Cushion,2.1,'Very Good',F,VS2,GCAL,lab
Round,0.37,'Super Ideal',H,VS2,IGI,lab
Round,0.45,'Super Ideal',D,VVS2,GIA,natural
Round,1.0,Ideal,H,VS2,HRD,lab
Oval,0.31,Ideal,F,VS1,GIA,natural
Round,0.5,'Super Ideal',I,VVS1,GIA,natural
Round,0.4,'Super Ideal',G,VVS2,GIA,natural
Round,0.58,'Super Ideal',E,VVS1,GIA,natural
Oval,0.51,'Super Ideal',G,VS2,IGI,lab
Round,0.33,'Super Ideal',D,VVS2,GIA,natural
Emerald,0.5,'Very Good',E,SI1,GCAL,lab
Round,1.22,Ideal,I,SI2,IGI,lab
Round,1.05,'Super Ideal',I,VS2,IGI,lab
Round,1.07,'Super Ideal',H,VVS2,IGI,lab
Round,1.31,Ideal,I,SI2,IGI,lab
Oval,2.0,Ideal,J,VS1,IGI,lab
Round,0.46,'Very Good',D,VS1,GIA,natural
Emerald,0.3,Ideal,E,SI1,GIA,natural
Pear,0.61,'Very Good',F,SI1,GIA,natural
Emerald,0.74,Ideal,F,SI1,GIA,natural
Round,0.3,'Super Ideal',G,SI1,GIA,natural
Round,1.32,Ideal,J,VS2,IGI,lab
Oval,1.72,'Very Good',I,SI1,IGI,lab
Round,1.09,Ideal,G,VS2,GIA,natural
Round,0.96,Good,I,SI1,GIA,natural
Round,0.3,'Very Good',F,VS1,GIA,natural
Round,0.48,'Super Ideal',D,IF,GIA,natural
Round,0.36,'Super Ideal',G,IF,GIA,natural
Round,0.65,'Super Ideal',G,VVS2,GIA,natural
Round,0.31,'Super Ideal',E,SI1,IGI,lab
Princess,2.19,Ideal,F,VVS2,IGI,lab
Pear,0.5,Ideal,G,VVS2,IGI,lab
Emerald,0.55,'Very Good',E,VS1,IGI,lab
Radiant,0.72,Ideal,F,VS2,IGI,lab
Round,2.7,'Super Ideal',G,SI1,IGI,lab
Round,1.51,'Super Ideal',J,VS2,IGI,lab
Pear,0.5,Ideal,H,VVS2,IGI,lab
Round,1.86,'Super Ideal',I,VS2,IGI,lab
Princess,0.64,'Super Ideal',H,VS1,IGI,lab
Round,1.07,'Super Ideal',G,IF,GIA,natural
Round,0.52,Ideal,E,VS1,IGI,lab
Round,0.39,'Super Ideal',G,VS1,GIA,natural
Round,0.3,'Very Good',H,VS1,IGI,natural
Round,0.4,'Very Good',I,VS2,GIA,natural
Round,0.31,'Super Ideal',D,VS2,IGI,lab
Oval,1.0,'Very Good',H,VS2,GIA,natural
Marquise,0.35,Ideal,D,VS2,GIA,natural
Emerald,3.05,Ideal,G,VS2,IGI,lab
Round,0.35,'Super Ideal',D,VS1,IGI,lab
Round,0.7,Good,D,SI1,GIA,natural
Round,1.18,Ideal,G,VS1,IGI,lab
Round,0.5,'Very Good',E,SI2,GIA,natural
Round,0.7,'Super Ideal',D,SI1,GIA,natural
Round,0.5,Good,E,VS1,IGI,lab
Round,0.54,Ideal,E,VS1,IGI,lab
Princess,1.51,'Super Ideal',F,VS2,IGI,lab
Round,0.4,'Very Good',F,VS1,GIA,natural
Round,1.74,'Super Ideal',F,VS1,IGI,lab
Round,0.51,'Super Ideal',D,VS1,GIA,natural
Emerald,0.9,'Super Ideal',J,VS2,IGI,lab
Princess,0.88,'Super Ideal',G,VS1,IGI,lab
Princess,1.63,'Very Good',D,VS1,GCAL,lab
Round,1.31,'Super Ideal',E,VS1,IGI,lab
Round,0.57,'Very Good',E,VS2,GCAL,lab
Heart,0.72,Ideal,J,SI1,GIA,natural
Round,0.53,'Super Ideal',G,VS1,GIA,natural
Round,0.43,'Super Ideal',E,VS2,GIA,natural
Oval,1.0,Ideal,I,VS2,IGI,lab
Round,0.6,'Super Ideal',H,SI2,GIA,natural
Emerald,1.41,Ideal,F,VVS1,GIA,natural
Round,0.33,'Super Ideal',F,SI2,GIA,natural
Round,0.45,'Super Ideal',E,VS2,GIA,natural
Round,0.7,'Super Ideal',F,VS1,GIA,natural
Princess,1.39,'Super Ideal',F,VS1,IGI,lab
Round,0.7,'Very Good',G,VVS2,GIA,natural
Radiant,1.0,Good,I,SI1,HRD,lab
Round,0.3,'Super Ideal',E,SI1,GIA,natural
Round,0.5,'Super Ideal',G,VVS2,GIA,natural
Oval,2.69,Ideal,D,VVS1,GCAL,lab
Oval,1.2,Ideal,E,SI2,IGI,natural
Round,0.32,'Super Ideal',E,VVS1,IGI,lab
Round,0.72,'Super Ideal',E,VVS2,IGI,lab
Pear,1.64,Ideal,G,VVS1,IGI,lab
Round,0.7,'Super Ideal',G,VS2,GIA,natural
Pear,0.4,Ideal,H,VS1,GIA,natural
Round,1.06,'Super Ideal',E,VS2,IGI,lab
Cushion,1.6,'Super Ideal',G,VS1,GIA,natural
Round,0.4,Ideal,F,SI1,GIA,natural
Round,2.02,'Super Ideal',I,VS1,IGI,lab
Round,0.7,'Super Ideal',I,SI1,GIA,natural
Round,0.73,Ideal,F,VS2,IGI,lab
Asscher,1.01,Ideal,E,SI1,IGI,lab
Round,0.43,'Super Ideal',G,VS1,GIA,natural
Cushion,4.01,Ideal,F,VS1,IGI,lab
Oval,2.0,Ideal,H,VS1,IGI,lab
Round,1.7,'Very Good',J,VS1,IGI,lab
Round,1.2,'Super Ideal',F,VVS1,GIA,natural
Round,0.44,'Super Ideal',D,VVS1,GIA,natural
Oval,1.9,'Super Ideal',G,SI2,GIA,natural
Round,0.26,'Super Ideal',D,VVS2,GIA,natural
Pear,0.4,'Very Good',D,VVS1,GIA,natural
Round,0.87,Ideal,F,SI2,IGI,lab
Round,0.3,'Super Ideal',D,VS1,GIA,natural
Pear,0.72,Good,I,SI2,GIA,natural
Round,0.3,'Very Good',G,VVS2,GIA,natural
Round,0.4,'Super Ideal',F,VVS1,GIA,natural
Round,0.3,'Super Ideal',E,VS2,IGI,lab
Round,0.4,Good,E,VS2,GIA,natural
Princess,3.06,'Very Good',I,SI2,GCAL,lab
Round,1.1,'Super Ideal',I,VS2,IGI,lab
Oval,0.5,Ideal,D,VVS2,GIA,natural
Marquise,0.46,Ideal,D,VS1,GCAL,lab
Heart,0.34,Ideal,D,VS2,GIA,natural
Round,0.85,'Super Ideal',G,VVS2,GIA,natural
Round,0.52,'Super Ideal',D,VVS1,GIA,natural
Round,0.46,'Super Ideal',G,IF,GIA,natural
Round,1.17,'Super Ideal',I,VS1,HRD,lab
Round,0.59,'Super Ideal',F,VS1,GIA,natural
Oval,0.5,'Very Good',E,VS1,IGI,lab
Round,0.5,'Very Good',E,SI2,GIA,natural
Princess,1.0,Ideal,F,VS2,GIA,natural
Round,0.3,Ideal,E,VVS1,IGI,lab
Pear,1.3,'Super Ideal',H,SI2,GIA,natural
Pear,0.35,'Very Good',F,VS1,IGI,lab
Round,1.14,Ideal,I,VVS2,IGI,lab
Round,1.01,'Super Ideal',F,VS1,IGI,lab
Round,0.9,'Very Good',I,VS1,GIA,natural
Pear,1.6,Ideal,G,SI2,GIA,natural
Round,1.31,Ideal,I,VS2,IGI,lab
Round,1.0,'Super Ideal',I,SI2,IGI,lab
Round,0.38,'Super Ideal',D,VS1,GIA,natural
Round,0.45,'Very Good',F,VS1,GIA,natural
Oval,0.3,Ideal,F,VS2,GIA,natural
Round,2.08,Ideal,J,VS1,IGI,lab
Round,1.5,'Very Good',H,SI1,GIA,natural
Round,0.65,Ideal,E,SI1,IGI,lab
Oval,0.3,Ideal,F,IF,GIA,natural
Emerald,1.01,'Super Ideal',E,SI1,IGI,lab
Round,0.5,'Very Good',G,VVS1,GIA,natural
Round,0.71,'Super Ideal',E,VS2,GIA,natural
Round,0.55,'Super Ideal',E,VS1,GIA,natural
Emerald,2.1,'Very Good',H,SI1,GCAL,lab
Round,0.6,'Super Ideal',E,VVS1,GIA,natural
Round,0.5,'Super Ideal',F,VS1,GIA,natural
Pear,0.51,Ideal,I,VS2,IGI,lab
Round,0.31,'Super Ideal',F,VS1,GIA,natural
Princess,0.7,'Very Good',F,SI2,GIA,natural
Princess,1.69,'Very Good',G,VS1,IGI,lab
Round,0.53,'Super Ideal',E,VVS2,GIA,natural
Oval,2.33,'Very Good',H,VS2,GCAL,lab
Oval,0.71,'Very Good',E,VS2,IGI,lab
Round,0.3,'Super Ideal',E,VVS1,GIA,natural
Round,0.72,'Super Ideal',G,VS2,GIA,natural
Round,1.27,Ideal,I,VS1,IGI,lab
Emerald,0.55,'Very Good',F,VVS1,GIA,natural
Round,0.34,'Very Good',D,SI1,IGI,lab
Round,0.4,'Super Ideal',D,VVS2,GIA,natural
Oval,2.0,Ideal,F,SI1,GIA,natural
Round,0.82,'Super Ideal',G,VVS1,GIA,natural
Radiant,0.73,Ideal,E,VS1,IGI,lab
Round,1.12,'Super Ideal',E,VS2,IGI,lab
Round,0.5,'Super Ideal',D,VS1,GIA,natural
Round,0.45,'Super Ideal',H,VVS1,GIA,natural
Round,0.46,'Super Ideal',D,VS2,GIA,natural
Round,1.03,'Super Ideal',G,VS1,IGI,lab
Round,2.17,'Super Ideal',G,VS1,IGI,lab
Princess,0.35,'Very Good',F,SI1,GIA,natural
Pear,0.7,Ideal,J,VS1,GIA,natural
Round,0.67,'Super Ideal',F,VS2,GIA,natural
Round,0.3,Ideal,D,SI1,GIA,natural
Radiant,0.6,Ideal,H,VVS2,GIA,natural
Round,0.71,Ideal,E,SI1,GIA,natural
Round,0.31,'Super Ideal',D,VVS1,GIA,natural
Round,1.0,'Very Good',F,VS2,GIA,natural
Round,0.9,'Super Ideal',D,VVS2,GIA,natural
Emerald,3.0,Ideal,H,VS1,IGI,lab
Round,0.31,'Super Ideal',E,VS1,GIA,natural
Round,0.32,Ideal,E,VS2,IGI,lab
Round,0.33,'Super Ideal',F,IF,GIA,natural
Round,0.3,'Super Ideal',E,VVS2,GIA,natural
Cushion,1.91,'Super Ideal',I,SI1,IGI,lab
Oval,2.07,'Super Ideal',J,VS2,IGI,lab
Oval,0.33,'Super Ideal',E,VVS2,IGI,lab
Cushion,1.05,'Super Ideal',G,SI2,GIA,natural
Oval,1.07,Ideal,F,SI1,GIA,natural
Round,0.3,'Super Ideal',E,VVS1,GIA,natural
Round,0.58,Ideal,E,VVS2,IGI,lab
Round,1.01,Ideal,F,VS1,IGI,lab
Pear,0.31,Ideal,E,VS1,GIA,natural
Round,0.31,'Super Ideal',D,VS2,IGI,lab
Round,1.0,Ideal,D,IF,GIA,natural
Round,0.37,'Super Ideal',G,IF,GIA,natural
Pear,0.31,Good,F,SI1,GIA,natural
Round,0.5,'Super Ideal',D,VS2,GIA,natural
Cushion,1.01,Ideal,E,SI1,GIA,natural
Round,0.71,Ideal,G,SI2,GIA,natural
Round,0.43,'Super Ideal',E,IF,GIA,natural
Emerald,0.68,Ideal,H,VVS1,IGI,lab
Round,0.5,'Very Good',E,SI2,GIA,natural
Round,1.02,'Super Ideal',D,VS1,GIA,natural
Marquise,0.3,'Very Good',G,VS2,GIA,natural
Round,1.61,'Super Ideal',I,VS2,IGI,lab
Round,2.07,'Super Ideal',G,VVS1,IGI,lab
Round,0.3,'Super Ideal',G,SI2,GIA,natural
Heart,1.1,'Very Good',F,VS1,IGI,lab
Round,0.3,'Super Ideal',D,VS2,GIA,natural
Pear,1.81,Ideal,F,VVS2,IGI,lab
Round,0.52,'Super Ideal',D,VS2,GIA,natural
Pear,2.51,Ideal,G,SI1,IGI,lab
Round,1.12,'Super Ideal',J,VS1,IGI,lab
Round,0.51,'Super Ideal',E,VVS2,GIA,natural
Oval,0.4,'Super Ideal',E,VS1,GIA,natural
Round,0.3,'Super Ideal',D,VS2,GIA,natural
Round,0.3,'Super Ideal',D,VS2,IGI,lab
Round,0.4,'Very Good',G,VVS2,GIA,natural
Oval,1.21,Ideal,I,SI2,IGI,natural
Pear,0.9,'Very Good',E,SI2,GIA,natural
Round,1.31,'Super Ideal',F,VVS2,GIA,natural
Round,0.74,'Very Good',G,SI2,GIA,natural
Round,0.3,'Super Ideal',F,VVS2,GIA,natural
Round,0.31,'Super Ideal',F,VVS1,GIA,natural
Round,0.4,'Super Ideal',E,VS2,GIA,natural
Cushion,1.51,'Super Ideal',D,SI1,GIA,natural
Round,0.33,'Very Good',E,VVS2,IGI,lab
Princess,3.02,Ideal,G,VS1,GCAL,lab
Round,1.09,'Super Ideal',I,VS1,IGI,lab
Round,0.41,Ideal,G,VS2,IGI,lab
Round,1.03,Ideal,E,VVS2,IGI,lab
Round,2.01,Ideal,I,SI1,IGI,lab
Round,0.4,'Super Ideal',F,VS2,GIA,natural
Princess,0.7,Ideal,E,VS1,GIA,natural
Oval,0.9,Ideal,J,SI2,GIA,natural
Round,0.5,'Super Ideal',E,VS1,GIA,natural
Round,0.53,'Super Ideal',E,VS2,GIA,natural
Oval,1.22,Ideal,E,SI2,IGI,natural
Cushion,3.01,'Very Good',F,VS1,GCAL,lab
Round,1.16,'Super Ideal',G,SI1,GIA,natural
Round,0.5,Ideal,E,SI2,IGI,lab
Round,0.6,'Super Ideal',I,VS1,GIA,natural
Round,0.3,'Super Ideal',F,VVS1,GIA,natural
Oval,0.58,'Very Good',F,VS1,GCAL,lab
Round,1.06,Ideal,F,SI2,IGI,lab
Round,2.04,Ideal,G,VS1,IGI,lab
Radiant,1.56,Ideal,E,VS2,IGI,lab
Pear,0.51,Ideal,E,VS2,IGI,lab
Oval,1.5,Ideal,H,SI2,GIA,natural
Round,0.51,'Super Ideal',D,VVS1,GIA,natural
Pear,0.38,'Very Good',G,SI2,IGI,lab
Princess,0.75,Ideal,E,SI2,GIA,natural
Oval,0.87,'Very Good',G,VS2,IGI,lab
Round,1.7,Ideal,I,VS2,IGI,lab
Heart,0.62,'Very Good',F,VS1,IGI,lab
Oval,1.04,Ideal,H,VVS2,IGI,lab
Round,0.5,'Super Ideal',G,VVS1,GIA,natural
Round,0.36,'Super Ideal',D,VS1,GIA,natural
Round,0.3,'Very Good',D,SI1,GIA,natural
Pear,0.4,Ideal,D,VS1,GIA,natural
Radiant,2.3,'Super Ideal',F,VVS2,IGI,lab
Round,0.71,'Super Ideal',G,VVS2,GIA,natural
Round,1.4,'Super Ideal',I,SI2,GIA,natural
Round,0.45,'Very Good',H,VS1,GIA,natural
Cushion,1.06,'Very Good',F,VS2,IGI,lab
Pear,1.51,Ideal,G,VS2,IGI,lab
Pear,1.51,Ideal,E,VVS2,GIA,natural
Round,0.61,'Super Ideal',G,VS1,GIA,natural
Round,0.55,'Super Ideal',D,VVS2,GIA,natural
Emerald,0.51,'Very Good',E,VS2,GIA,natural
Radiant,0.57,'Very Good',H,VS1,IGI,lab
Cushion,1.01,Ideal,G,VVS2,IGI,lab
Round,0.3,Ideal,H,VS2,GIA,natural
Round,1.0,'Super Ideal',H,SI2,GIA,natural
Oval,0.51,'Very Good',J,VS1,GIA,natural
Round,1.01,'Super Ideal',D,SI1,GIA,natural
Round,0.3,Ideal,D,VS2,GIA,natural
Marquise,0.3,Ideal,D,VS1,GIA,natural
Oval,0.3,'Very Good',D,SI1,GIA,natural
Round,1.14,Ideal,J,VVS2,IGI,lab
Round,0.7,Ideal,D,SI1,IGI,lab
Emerald,2.01,'Very Good',F,VVS2,GIA,natural
Round,1.28,'Super Ideal',G,VVS2,IGI,lab
Round,0.33,'Super Ideal',F,VS2,GCAL,lab
Round,4.02,'Very Good',H,VS2,IGI,lab
Emerald,0.56,Ideal,I,SI2,IGI,lab
Round,1.02,'Super Ideal',H,SI1,IGI,lab
Oval,1.2,Ideal,G,VS2,GIA,natural
Princess,0.3,Ideal,D,SI1,GIA,natural
Pear,0.31,'Very Good',F,VS2,GCAL,lab
Oval,1.7,Good,H,VS2,GIA,natural
Round,1.01,'Super Ideal',I,VVS2,GIA,natural
Oval,0.59,'Very Good',H,VS2,GCAL,lab
Round,0.4,'Super Ideal',E,VVS2,GIA,natural
Round,0.31,'Super Ideal',D,SI2,GIA,natural
Round,0.54,'Super Ideal',E,SI1,GIA,natural
Round,0.5,Ideal,D,VVS1,GIA,natural
Heart,0.82,Ideal,E,SI1,GIA,natural
Round,0.4,'Super Ideal',E,SI1,GIA,natural
Oval,2.05,'Super Ideal',I,VS2,IGI,lab
Round,0.57,'Super Ideal',J,VS2,GIA,natural
Round,2.01,Ideal,J,VS1,IGI,lab
Round,0.9,'Very Good',E,VS2,IGI,lab
Round,0.5,'Super Ideal',G,VS1,GIA,natural
Oval,1.0,'Super Ideal',E,SI1,GIA,natural
Round,0.5,'Super Ideal',E,VS1,GIA,natural
Radiant,1.03,Ideal,H,VVS1,GIA,natural
Round,1.05,'Super Ideal',E,VS2,IGI,lab
Round,1.01,'Very Good',E,SI2,IGI,lab
Round,0.3,'Super Ideal',D,VS2,IGI,lab
Round,1.07,'Super Ideal',I,SI1,IGI,lab
Round,0.75,Ideal,G,VS1,GIA,natural
Round,0.3,'Very Good',E,VS2,GIA,natural
Round,1.01,'Super Ideal',G,VS1,GIA,natural
Round,0.4,'Super Ideal',F,VS1,GIA,natural
Round,0.5,'Super Ideal',G,VS2,GIA,natural
Round,0.34,'Super Ideal',F,VVS1,GIA,natural
Oval,2.07,Ideal,I,SI2,IGI,lab
Oval,0.51,'Very Good',D,SI1,IGI,lab
Pear,0.55,Ideal,E,VS2,GIA,natural
Round,0.4,'Super Ideal',F,VVS2,GIA,natural
Round,0.51,'Super Ideal',D,VVS1,GIA,natural
Oval,2.23,Ideal,F,VVS2,IGI,lab
Oval,0.73,'Super Ideal',E,VS1,IGI,lab
Round,0.3,Ideal,D,SI1,GIA,natural
Princess,1.0,'Very Good',F,SI1,GIA,natural
Round,0.54,'Super Ideal',D,SI1,GIA,natural
Round,2.0,Ideal,G,VS2,IGI,lab
Round,1.1,'Super Ideal',E,SI1,IGI,lab
Round,0.7,'Very Good',H,SI1,GIA,natural
Pear,0.32,'Super Ideal',D,VS1,IGI,lab
Round,0.55,'Super Ideal',F,VVS2,GIA,natural
Round,0.31,'Super Ideal',G,VS2,GIA,natural
Round,0.55,'Super Ideal',G,VS1,IGI,lab
Round,2.02,'Super Ideal',J,VS2,IGI,lab
Princess,0.5,Ideal,E,SI2,GIA,natural
Round,0.4,Ideal,I,VS1,GIA,natural
Round,0.68,Ideal,F,SI1,IGI,lab
Oval,2.05,Ideal,I,SI2,IGI,lab
Round,1.12,Ideal,I,SI2,HRD,lab
Round,1.2,Ideal,E,SI2,IGI,lab
Pear,0.51,Ideal,E,SI1,IGI,lab
Round,0.3,'Super Ideal',E,VVS1,GIA,natural
Round,8.51,'Super Ideal',G,VVS2,GIA,natural
Round,0.38,'Super Ideal',E,IF,GIA,natural
Oval,1.82,Ideal,H,VS1,GCAL,lab
Round,2.06,Ideal,J,VS1,IGI,lab
Round,0.9,'Super Ideal',H,VS1,GIA,natural
Oval,0.71,Ideal,F,VS1,IGI,lab
Emerald,1.09,Ideal,F,VS1,IGI,lab
Pear,0.8,Ideal,H,SI2,GIA,natural
Round,2.74,'Super Ideal',F,VS1,IGI,lab
Round,0.3,'Very Good',D,VS1,IGI,lab
Pear,0.57,Ideal,H,SI1,IGI,lab
Oval,2.01,'Very Good',J,SI1,IGI,lab
Round,0.3,'Very Good',J,VS2,GIA,natural
Round,1.0,'Very Good',I,SI1,IGI,lab
Round,2.03,Ideal,D,VVS2,IGI,lab
Round,0.36,Ideal,G,VS1,IGI,lab
Round,1.58,'Super Ideal',J,VVS2,IGI,lab
Pear,0.92,'Super Ideal',G,VS2,IGI,lab
Round,1.5,'Super Ideal',D,SI1,GIA,natural
Oval,0.3,Ideal,D,VS2,GIA,natural
Round,0.5,'Super Ideal',F,VS2,GIA,natural
Round,0.5,'Super Ideal',G,VS2,GIA,natural
Round,0.32,'Super Ideal',F,VS1,GIA,natural
Pear,1.5,'Super Ideal',F,VS1,GIA,natural
Marquise,0.5,'Super Ideal',H,IF,GIA,natural
Round,1.21,'Super Ideal',H,VS2,GIA,natural
Round,0.7,'Super Ideal',F,VVS2,GIA,natural
Round,0.56,'Super Ideal',E,SI2,GIA,natural
Emerald,0.57,Ideal,G,VVS2,GIA,natural
Round,0.31,'Super Ideal',E,VS1,IGI,lab
Round,0.81,'Super Ideal',H,VS1,GIA,natural
Pear,0.71,'Very Good',F,SI1,GIA,natural
Asscher,2.02,Ideal,F,VS1,GCAL,lab
Pear,2.25,'Super Ideal',D,VVS2,IGI,lab
Round,0.43,'Super Ideal',G,VVS2,GIA,natural
Round,0.9,Ideal,I,SI2,IGI,lab
Oval,1.58,Ideal,I,VS1,IGI,lab
Oval,0.53,Ideal,H,VS1,IGI,lab
Round,0.6,'Super Ideal',D,VVS1,GIA,natural
Round,0.7,Ideal,I,VVS2,GIA,natural
Round,1.01,'Very Good',I,SI1,IGI,lab
Round,0.45,'Super Ideal',D,VVS2,GIA,natural
Round,0.47,'Super Ideal',F,VVS2,GIA,natural
Round,0.42,'Super Ideal',D,VVS1,GIA,natural
Round,1.01,'Super Ideal',I,VS2,GIA,natural
Round,0.7,'Super Ideal',H,VVS2,GIA,natural
Round,0.3,Ideal,D,VS1,GIA,natural
Marquise,0.5,Ideal,H,SI1,IGI,lab
Cushion,1.11,Ideal,E,SI1,IGI,lab
Round,1.87,'Super Ideal',I,SI1,IGI,lab
Princess,0.8,Ideal,D,VS1,GIA,natural
Pear,0.5,'Super Ideal',D,VS2,IGI,lab
Oval,1.8,Ideal,I,VS2,IGI,lab
Round,1.01,Ideal,I,VVS2,IGI,lab
Round,1.23,'Super Ideal',E,VS1,IGI,lab
Round,0.31,Ideal,D,VS2,IGI,lab
Cushion,0.71,Ideal,E,SI1,IGI,lab
Round,1.0,'Very Good',J,SI1,GIA,natural
Round,0.33,'Super Ideal',I,IF,GIA,natural
Round,0.7,'Very Good',E,SI2,GIA,natural
Oval,0.72,'Very Good',D,VS2,GCAL,lab
Round,1.5,Good,J,VS1,IGI,lab
Marquise,0.3,'Very Good',D,SI1,GIA,natural
Pear,0.76,Ideal,J,VS1,IGI,lab
Round,0.31,'Super Ideal',E,VVS2,GIA,natural
Pear,0.5,'Very Good',F,SI2,GIA,natural
Round,1.9,Ideal,F,SI1,IGI,lab
Princess,0.33,Ideal,I,VVS2,GIA,natural
